dataset,label,value,category
info_monsupply,ChartDateRange,2021-08-31 to 2026-05-31,credit
info_monsupply,ChartDescription,"The Money Supply chart displays Quartz's Money Supply Score, based on year-over-year growth in the M2 money supply measured against a 6% constant-growth benchmark.",credit
info_monsupply,ChartInterpretation,"A positive Score corresponds to M2 growth running near or above its long-term constant-growth benchmark, reflecting ample liquidity supportive of asset prices and economic activity. If the Score is very high, this signals there is too much money supply and future inflation is likely but is still positive for equities on balance.  A low Score corresponds to M2 growth running well below the benchmark, reflecting tighter liquidity conditions that can act as a drag on markets and the economy.",credit
info_monsupply,ChartLabel,Money Supply,credit
info_monsupply,ChartMetric,M2 vs 6% Constant Growth,credit
info_monsupply,ChartSource,Quartz Partners and Federal Reserve (https://fred.stlouisfed.org/series/M2SL),credit
info_monsupply,CurrentScore,40,credit
info_monsupply,CurrentValue,2.2399,credit
info_monsupply,OneYearTrend,Improving,credit
chart_activity,8/31/2021,60.8,economy
chart_activity,9/30/2021,61.5,economy
chart_activity,10/31/2021,63.75,economy
chart_activity,11/30/2021,65.1,economy
chart_activity,12/31/2021,60.35,economy
chart_activity,1/31/2022,58.75,economy
chart_activity,2/28/2022,57.55,economy
chart_activity,3/31/2022,57.7,economy
chart_activity,4/30/2022,56.25,economy
chart_activity,5/31/2022,56,economy
chart_activity,6/30/2022,54.15,economy
chart_activity,7/31/2022,54.75,economy
chart_activity,8/31/2022,54.85,economy
chart_activity,9/30/2022,53.8,economy
chart_activity,10/31/2022,52.3,economy
chart_activity,11/30/2022,52.75,economy
chart_activity,12/31/2022,49,economy
chart_activity,1/31/2023,51.3,economy
chart_activity,2/28/2023,51.4,economy
chart_activity,3/31/2023,48.75,economy
chart_activity,4/30/2023,49.5,economy
chart_activity,5/31/2023,48.6,economy
chart_activity,6/30/2023,49.95,economy
chart_activity,7/31/2023,49.55,economy
chart_activity,8/31/2023,51.05,economy
chart_activity,9/30/2023,51.3,economy
chart_activity,10/31/2023,49.25,economy
chart_activity,11/30/2023,49.7,economy
chart_activity,12/31/2023,49,economy
chart_activity,1/31/2024,51.25,economy
chart_activity,2/29/2024,50.2,economy
chart_activity,3/31/2024,50.85,economy
chart_activity,4/30/2024,49.3,economy
chart_activity,5/31/2024,51.25,economy
chart_activity,6/30/2024,48.65,economy
chart_activity,7/31/2024,49.1,economy
chart_activity,8/31/2024,49.35,economy
chart_activity,9/30/2024,51.05,economy
chart_activity,10/31/2024,51.25,economy
chart_activity,11/30/2024,50.25,economy
chart_activity,12/31/2024,51.7,economy
chart_activity,1/31/2025,51.85,economy
chart_activity,2/28/2025,51.9,economy
chart_activity,3/31/2025,49.9,economy
chart_activity,4/30/2025,50.15,economy
chart_activity,5/31/2025,49.2,economy
chart_activity,6/30/2025,49.9,economy
chart_activity,7/31/2025,49.05,economy
chart_activity,8/31/2025,50.35,economy
chart_activity,9/30/2025,49.55,economy
chart_activity,10/31/2025,50.55,economy
chart_activity,11/30/2025,50.4,economy
chart_activity,12/31/2025,51.15,economy
chart_activity,1/31/2026,53.2,economy
chart_activity,2/28/2026,54.25,economy
chart_activity,3/31/2026,53.35,economy
chart_activity,4/30/2026,53.15,economy
chart_activity,5/31/2026,54.25,economy
chart_activity,6/30/2026,53.65,economy
chart_gdp,12/31/2021,7,economy
chart_gdp,3/31/2022,-1,economy
chart_gdp,6/30/2022,0.6,economy
chart_gdp,9/30/2022,2.9,economy
chart_gdp,12/31/2022,2.8,economy
chart_gdp,3/31/2023,2.9,economy
chart_gdp,6/30/2023,2.5,economy
chart_gdp,9/30/2023,4.7,economy
chart_gdp,12/31/2023,3.4,economy
chart_gdp,3/31/2024,0.8,economy
chart_gdp,6/30/2024,3.6,economy
chart_gdp,9/30/2024,3.3,economy
chart_gdp,12/31/2024,1.9,economy
chart_gdp,3/31/2025,-0.6,economy
chart_gdp,6/30/2025,3.8,economy
chart_gdp,9/30/2025,4.4,economy
chart_gdp,12/31/2025,0.5,economy
chart_gdp,3/31/2026,2.1,economy
chart_gdp,6/30/2026,1.5,economy
chart_gdp,9/30/2026,5.8334,economy
chart_inflation,8/31/2021,3.9585,economy
chart_inflation,9/30/2021,4.0139,economy
chart_inflation,10/31/2021,4.4367,economy
chart_inflation,11/30/2021,4.8909,economy
chart_inflation,12/31/2021,5.2146,economy
chart_inflation,1/31/2022,5.3584,economy
chart_inflation,2/28/2022,5.6028,economy
chart_inflation,3/31/2022,5.5932,economy
chart_inflation,4/30/2022,5.345,economy
chart_inflation,5/31/2022,5.1841,economy
chart_inflation,6/30/2022,5.3157,economy
chart_inflation,7/31/2022,5.1074,economy
chart_inflation,8/31/2022,5.3624,economy
chart_inflation,9/30/2022,5.6065,economy
chart_inflation,10/31/2022,5.4598,economy
chart_inflation,11/30/2022,5.2081,economy
chart_inflation,12/31/2022,4.9669,economy
chart_inflation,1/31/2023,4.9377,economy
chart_inflation,2/28/2023,4.8556,economy
chart_inflation,3/31/2023,4.7833,economy
chart_inflation,4/30/2023,4.7896,economy
chart_inflation,5/31/2023,4.7316,economy
chart_inflation,6/30/2023,4.3838,economy
chart_inflation,7/31/2023,4.2991,economy
chart_inflation,8/31/2023,3.8282,economy
chart_inflation,9/30/2023,3.6878,economy
chart_inflation,10/31/2023,3.4741,economy
chart_inflation,11/30/2023,3.2907,economy
chart_inflation,12/31/2023,3.1124,economy
chart_inflation,1/31/2024,3.159,economy
chart_inflation,2/29/2024,3.0595,economy
chart_inflation,3/31/2024,3.1222,economy
chart_inflation,4/30/2024,3.0067,economy
chart_inflation,5/31/2024,2.7712,economy
chart_inflation,6/30/2024,2.7532,economy
chart_inflation,7/31/2024,2.8062,economy
chart_inflation,8/31/2024,2.8733,economy
chart_inflation,9/30/2024,2.8386,economy
chart_inflation,10/31/2024,2.9865,economy
chart_inflation,11/30/2024,2.9807,economy
chart_inflation,12/31/2024,2.9886,economy
chart_inflation,1/31/2025,2.7801,economy
chart_inflation,2/28/2025,2.9686,economy
chart_inflation,3/31/2025,2.6703,economy
chart_inflation,4/30/2025,2.6148,economy
chart_inflation,5/31/2025,2.7839,economy
chart_inflation,6/30/2025,2.8074,economy
chart_inflation,7/31/2025,2.863,economy
chart_inflation,8/31/2025,2.9124,economy
chart_inflation,9/30/2025,2.8251,economy
chart_inflation,10/31/2025,2.7545,economy
chart_inflation,11/30/2025,2.8291,economy
chart_inflation,12/31/2025,2.9711,economy
chart_inflation,1/31/2026,3.1047,economy
chart_inflation,2/28/2026,3.0493,economy
chart_inflation,3/31/2026,3.2538,economy
chart_inflation,4/30/2026,3.3187,economy
chart_inflation,5/31/2026,3.412,economy
info_activity,AsOfDate,6/30/2026,economy
info_activity,ChartDateRange,2021-08-31 to 2026-06-30,economy
info_activity,ChartDescription,"The Economic Activity chart displays Quartz's Economic Activity Score, based on a blended measure of current U.S. goods and services economic activity.",economy
info_activity,ChartInterpretation,"A high Score reflects expansionary, strengthening economic activity, which is generally supportive of corporate earnings and risk assets. A low Score reflects contracting or weakening activity, which can be an early signal of an economic slowdown.",economy
info_activity,ChartLabel,Economic Activity,economy
info_activity,ChartMetric,Goods and Services Activity,economy
info_activity,ChartSource,Quartz Partners and Institute for Supply Management (https://www.ismworld.org/supply-management-news-and-reports/reports/ism-pmi-reports/),economy
info_activity,CurrentScore,48,economy
info_activity,CurrentValue,53.65,economy
info_activity,OneYearTrend,Weakening,economy
info_gdp,AsOfDate,9/30/2026,economy
info_gdp,ChartDateRange,2021-12-31 to 2026-09-30,economy
info_gdp,ChartDescription,"The GDP Growth chart displays Quartz's GDP Growth Score, based on Real Gross Domestic Product, percent change from the preceding period, seasonally adjusted annual rate. Historical quarters use the official BEA release, while the current, not-yet-reported quarter uses the Atlanta Fed's GDPNow nowcast as a real-time estimate.",economy
info_gdp,ChartInterpretation,"A high reading reflects above-trend, healthy economic growth, which is supportive of corporate earnings and risk assets. A low or negative reading reflects slowing or contracting growth, raising the risk of an economic downturn.",economy
info_gdp,ChartLabel,GDP Growth,economy
info_gdp,ChartMetric,Real GDP Growth,economy
info_gdp,ChartSource,"Federal Reserve (https://fred.stlouisfed.org/series/A191RL1Q225SBEA, https://fred.stlouisfed.org/series/GDPNOW)",economy
info_gdp,CurrentScore,80,economy
info_gdp,CurrentValue,5.8334,economy
info_gdp,OneYearTrend,Improving,economy
info_inflation,AsOfDate,5/31/2026,economy
info_inflation,ChartDateRange,2021-08-31 to 2026-05-31,economy
info_inflation,ChartDescription,"The Inflation chart displays the year-over-year change in the Core Personal Consumption Expenditures (PCE) Price Index, the Federal Reserve's preferred inflation gauge, which excludes volatile food and energy prices.",economy
info_inflation,ChartInterpretation,"A low reading reflects inflation running close to the Fed's 2% target, a favorable backdrop for markets and monetary policy. A high reading reflects inflation running well above target, raising the risk of continued restrictive Fed policy or economic disruption, although above average inflation normally results in above average nominal equity returns over time.",economy
info_inflation,ChartLabel,Inflation,economy
info_inflation,ChartMetric,Core PCE (YoY),economy
info_inflation,ChartSource,U.S. Bureau of Economic Analysis (https://www.bea.gov/data/personal-consumption-expenditures-price-index),economy
info_inflation,CurrentScore,37,economy
info_inflation,CurrentValue,3.412,economy
info_inflation,OneYearTrend,Improving,economy
info_behavioral,AsOfDate,7/31/2026,summary
info_behavioral,ChartLabel,Behavioral,summary
info_behavioral,CurrentScore,54,summary
info_behavioral,OneYearTrend,Improving,summary
info_credit,AsOfDate,7/24/2026,summary
info_credit,ChartLabel,Credit,summary
info_credit,CurrentScore,68,summary
info_credit,OneYearTrend,Improving,summary
info_economy,AsOfDate,9/30/2026,summary
info_economy,ChartLabel,Economy,summary
info_economy,CurrentScore,55,summary
info_economy,OneYearTrend,Improving,summary
info_technical,AsOfDate,8/7/2026,summary
info_technical,ChartLabel,Technical,summary
info_technical,CurrentScore,69,summary
info_technical,OneYearTrend,Improving,summary
info_valuation,AsOfDate,7/31/2026,summary
info_valuation,ChartLabel,Valuation,summary
info_valuation,CurrentScore,9,summary
info_valuation,OneYearTrend,Weakening,summary
chart_breadth,8/8/2025,47.27,technical
chart_breadth,8/15/2025,52.66,technical
chart_breadth,8/22/2025,63.07,technical
chart_breadth,8/29/2025,61.81,technical
chart_breadth,9/5/2025,62.52,technical
chart_breadth,9/12/2025,60.75,technical
chart_breadth,9/19/2025,59.02,technical
chart_breadth,9/26/2025,60.24,technical
chart_breadth,10/3/2025,60.75,technical
chart_breadth,10/10/2025,47.74,technical
chart_breadth,10/17/2025,53.26,technical
chart_breadth,10/24/2025,58.51,technical
chart_breadth,10/31/2025,49.97,technical
chart_breadth,11/7/2025,51.93,technical
chart_breadth,11/14/2025,52.13,technical
chart_breadth,11/21/2025,51.56,technical
chart_breadth,11/28/2025,58.71,technical
chart_breadth,12/5/2025,59.91,technical
chart_breadth,12/12/2025,62.77,technical
chart_breadth,12/19/2025,60.64,technical
chart_breadth,12/26/2025,61.1,technical
chart_breadth,1/2/2026,58.44,technical
chart_breadth,1/9/2026,66.53,technical
chart_breadth,1/16/2026,68.46,technical
chart_breadth,1/23/2026,67.11,technical
chart_breadth,1/30/2026,64.87,technical
chart_breadth,2/6/2026,69.91,technical
chart_breadth,2/13/2026,66.93,technical
chart_breadth,2/20/2026,67.53,technical
chart_breadth,2/27/2026,65.6,technical
chart_breadth,3/6/2026,55.56,technical
chart_breadth,3/13/2026,46.97,technical
chart_breadth,3/20/2026,42.45,technical
chart_breadth,3/27/2026,42.65,technical
chart_breadth,4/2/2026,49.2,technical
chart_breadth,4/10/2026,57.62,technical
chart_breadth,4/17/2026,63.47,technical
chart_breadth,4/24/2026,60.55,technical
chart_breadth,5/1/2026,60.23,technical
chart_breadth,5/8/2026,59.36,technical
chart_breadth,5/15/2026,52.13,technical
chart_breadth,5/22/2026,57.36,technical
chart_breadth,5/29/2026,58.87,technical
chart_breadth,6/5/2026,59.67,technical
chart_breadth,6/12/2026,63.13,technical
chart_breadth,6/18/2026,61.8,technical
chart_breadth,6/26/2026,68.05,technical
chart_breadth,7/2/2026,68.94,technical
chart_breadth,7/10/2026,68.07,technical
chart_breadth,7/17/2026,69.74,technical
chart_breadth,7/24/2026,69,technical
chart_breadth,7/31/2026,69.81,technical
chart_breadth,8/7/2026,73.61,technical
chart_momentum,8/8/2025,27.0414,technical
chart_momentum,8/15/2025,19.4488,technical
chart_momentum,8/22/2025,21.6867,technical
chart_momentum,8/29/2025,23.8254,technical
chart_momentum,9/5/2025,22.9306,technical
chart_momentum,9/12/2025,27.429,technical
chart_momentum,9/19/2025,30.5705,technical
chart_momentum,9/26/2025,24.2711,technical
chart_momentum,10/3/2025,23.9337,technical
chart_momentum,10/10/2025,23.3064,technical
chart_momentum,10/17/2025,29.8853,technical
chart_momentum,10/24/2025,30.3246,technical
chart_momentum,10/31/2025,28.5382,technical
chart_momentum,11/7/2025,26.0697,technical
chart_momentum,11/14/2025,18.0917,technical
chart_momentum,11/21/2025,17.5807,technical
chart_momentum,11/28/2025,23.111,technical
chart_momentum,12/5/2025,20.4305,technical
chart_momentum,12/12/2025,18.1221,technical
chart_momentum,12/19/2025,15.7679,technical
chart_momentum,12/26/2025,18.2195,technical
chart_momentum,1/2/2026,14.8931,technical
chart_momentum,1/9/2026,16.2823,technical
chart_momentum,1/16/2026,16.5446,technical
chart_momentum,1/23/2026,14.7078,technical
chart_momentum,1/30/2026,11.3667,technical
chart_momentum,2/6/2026,13.7193,technical
chart_momentum,2/13/2026,10.0924,technical
chart_momentum,2/20/2026,15.1381,technical
chart_momentum,2/27/2026,11.7459,technical
chart_momentum,3/6/2026,6.1073,technical
chart_momentum,3/13/2026,5.7568,technical
chart_momentum,3/20/2026,2.0828,technical
chart_momentum,3/27/2026,-1.9054,technical
chart_momentum,4/2/2026,3.5296,technical
chart_momentum,4/10/2026,5.9501,technical
chart_momentum,4/17/2026,13.8946,technical
chart_momentum,4/24/2026,11.2496,technical
chart_momentum,5/1/2026,8.5891,technical
chart_momentum,5/8/2026,14.2581,technical
chart_momentum,5/15/2026,20.0832,technical
chart_momentum,5/22/2026,23.1649,technical
chart_momentum,5/29/2026,24.0999,technical
chart_momentum,6/5/2026,20.4477,technical
chart_momentum,6/12/2026,25.5754,technical
chart_momentum,6/18/2026,30.5164,technical
chart_momentum,6/26/2026,27.976,technical
chart_momentum,7/2/2026,33.0693,technical
chart_momentum,7/10/2026,24.9242,technical
chart_momentum,7/17/2026,19.9264,technical
chart_momentum,7/24/2026,15.3678,technical
chart_momentum,7/31/2026,17.1414,technical
chart_momentum,8/7/2026,19.5423,technical
chart_volatility,8/8/2025,18.7,technical
chart_volatility,8/15/2025,18.64,technical
chart_volatility,8/22/2025,17.76,technical
chart_volatility,8/29/2025,18.35,technical
chart_volatility,9/5/2025,18.42,technical
chart_volatility,9/12/2025,18.06,technical
chart_volatility,9/19/2025,18.48,technical
chart_volatility,9/26/2025,18.41,technical
chart_volatility,10/3/2025,19.08,technical
chart_volatility,10/10/2025,22.81,technical
chart_volatility,10/17/2025,22.09,technical
chart_volatility,10/24/2025,19.2,technical
chart_volatility,10/31/2025,20.49,technical
chart_volatility,11/7/2025,21.19,technical
chart_volatility,11/14/2025,21.58,technical
chart_volatility,11/21/2025,23.96,technical
chart_volatility,11/28/2025,19.64,technical
chart_volatility,12/5/2025,19.27,technical
chart_volatility,12/12/2025,19.25,technical
chart_volatility,12/19/2025,18.25,technical
chart_volatility,12/26/2025,17.77,technical
chart_volatility,1/2/2026,18.02,technical
chart_volatility,1/9/2026,17.88,technical
chart_volatility,1/16/2026,18.99,technical
chart_volatility,1/23/2026,19.15,technical
chart_volatility,1/30/2026,20.07,technical
chart_volatility,2/6/2026,20.37,technical
chart_volatility,2/13/2026,22.17,technical
chart_volatility,2/20/2026,21.09,technical
chart_volatility,2/27/2026,21.56,technical
chart_volatility,3/6/2026,27.56,technical
chart_volatility,3/13/2026,27.28,technical
chart_volatility,3/20/2026,27.43,technical
chart_volatility,3/27/2026,29.27,technical
chart_volatility,4/2/2026,24.72,technical
chart_volatility,4/10/2026,21.86,technical
chart_volatility,4/17/2026,20.51,technical
chart_volatility,4/24/2026,21.3,technical
chart_volatility,5/1/2026,20.37,technical
chart_volatility,5/8/2026,20.5,technical
chart_volatility,5/15/2026,21.36,technical
chart_volatility,5/22/2026,20.03,technical
chart_volatility,5/29/2026,18.66,technical
chart_volatility,6/5/2026,21.82,technical
chart_volatility,6/12/2026,20.51,technical
chart_volatility,6/18/2026,19.57,technical
chart_volatility,6/26/2026,20.13,technical
chart_volatility,7/2/2026,19.04,technical
chart_volatility,7/10/2026,18.57,technical
chart_volatility,7/17/2026,20.54,technical
chart_volatility,7/24/2026,20.51,technical
chart_volatility,7/31/2026,19.02,technical
chart_volatility,8/7/2026,18.72,technical
info_breadth,AsOfDate,8/7/2026,technical
info_breadth,ChartDateRange,2025-08-08 to 2026-08-07,technical
info_breadth,ChartDescription,The Breadth chart displays the percentage of S&P 1500 constituent stocks trading above their 200-day moving average. The metric is updated weekly.,technical
info_breadth,ChartInterpretation,"A high Breadth reading means that a large proportion of stocks in the broad market are participating in the current trend, reflecting a healthy, broad-based advance. A low Breadth reading means that fewer stocks are trading above their long-term trend line, which can signal a narrow, less durable market rally even if the headline index is rising.",technical
info_breadth,ChartLabel,Breadth,technical
info_breadth,ChartMetric,S&P 1500 % of Stocks Above 200-Day MA,technical
info_breadth,ChartSource,S&P Global (https://www.spglobal.com/spdji/en/indices/equity/sp-composite-1500/#overview),technical
info_breadth,CurrentScore,80,technical
info_breadth,CurrentValue,73.61,technical
info_breadth,OneYearTrend,Improving,technical
info_momentum,AsOfDate,8/7/2026,technical
info_momentum,ChartDateRange,2025-08-08 to 2026-08-07,technical
info_momentum,ChartDescription,"The Momentum chart displays Quartz's proprietary Momentum Score, which is calculated using 1-month, 3-month, 6-month, and 12-month trailing returns on the S&P 500 Price Index. The Score is updated and displayed on a weekly basis.",technical
info_momentum,ChartInterpretation,A high positive Momentum Score means that the equity market is in a favorable upward trend while a negative Score means that the market is in a downward trend. Scores further away from zero indicate stronger trends while scores close to zero indicate that the Momentum factor is not currently driving the market in either direction.,technical
info_momentum,ChartLabel,Momentum,technical
info_momentum,ChartMetric,Quartz S&P 500 Trend Score,technical
info_momentum,ChartSource,Quartz Partners and S&P Global (https://www.spglobal.com/spdji/en/indices/equity/sp-500/#overview),technical
info_momentum,CurrentScore,73,technical
info_momentum,CurrentValue,19.5423,technical
info_momentum,OneYearTrend,Improving,technical
info_volatility,AsOfDate,8/7/2026,technical
info_volatility,ChartDateRange,2025-08-08 to 2026-08-07,technical
info_volatility,ChartDescription,"The Volatility chart displays the Cboe 3-Month Volatility Index (VXV), which measures the market's expectation of S&P 500 volatility over the next three months.",technical
info_volatility,ChartInterpretation,"A low Volatility reading corresponds to low expected/implied volatility, reflecting calm market conditions that are typically favorable for equities. A high Volatility reading corresponds to elevated expected volatility, reflecting investor uncertainty or stress, which has historically coincided with market drawdowns.",technical
info_volatility,ChartLabel,Volatility,technical
info_volatility,ChartMetric,CBOE 3-Month Volatility Index,technical
info_volatility,ChartSource,Cboe Global Markets (https://www.cboe.com/us/indices/dashboard/vxv/),technical
info_volatility,CurrentScore,54,technical
info_volatility,CurrentValue,18.72,technical
info_volatility,OneYearTrend,Improving,technical
chart_ev,8/31/2021,26.1,valuation
chart_ev,9/30/2021,23.3,valuation
chart_ev,10/31/2021,24.4,valuation
chart_ev,11/30/2021,24.5,valuation
chart_ev,12/31/2021,23.6,valuation
chart_ev,1/31/2022,22,valuation
chart_ev,2/28/2022,21.4,valuation
chart_ev,3/31/2022,21.4,valuation
chart_ev,4/30/2022,19.4,valuation
chart_ev,5/31/2022,19.3,valuation
chart_ev,6/30/2022,17.2,valuation
chart_ev,7/31/2022,18.7,valuation
chart_ev,8/31/2022,17.8,valuation
chart_ev,9/30/2022,16,valuation
chart_ev,10/31/2022,17,valuation
chart_ev,11/30/2022,17.8,valuation
chart_ev,12/31/2022,16.9,valuation
chart_ev,1/31/2023,17.8,valuation
chart_ev,2/28/2023,17.5,valuation
chart_ev,3/31/2023,18.5,valuation
chart_ev,4/30/2023,18.7,valuation
chart_ev,5/31/2023,19.1,valuation
chart_ev,6/30/2023,20.9,valuation
chart_ev,7/31/2023,21.4,valuation
chart_ev,8/31/2023,21.1,valuation
chart_ev,9/30/2023,20.2,valuation
chart_ev,10/31/2023,20,valuation
chart_ev,11/30/2023,21.4,valuation
chart_ev,12/31/2023,22.2,valuation
chart_ev,1/31/2024,22.9,valuation
chart_ev,2/29/2024,23.5,valuation
chart_ev,3/31/2024,24.1,valuation
chart_ev,4/30/2024,22.9,valuation
chart_ev,5/31/2024,23.6,valuation
chart_ev,6/30/2024,24.7,valuation
chart_ev,7/31/2024,24.3,valuation
chart_ev,8/31/2024,24.5,valuation
chart_ev,9/30/2024,25.1,valuation
chart_ev,10/31/2024,24.3,valuation
chart_ev,11/30/2024,25.4,valuation
chart_ev,12/31/2024,25.3,valuation
chart_ev,1/31/2025,25.6,valuation
chart_ev,2/28/2025,24.4,valuation
chart_ev,3/31/2025,23.2,valuation
chart_ev,4/30/2025,22.8,valuation
chart_ev,5/31/2025,23.9,valuation
chart_ev,6/30/2025,25.1,valuation
chart_ev,7/31/2025,25.4,valuation
chart_ev,8/31/2025,25.7,valuation
chart_ev,9/30/2025,26.7,valuation
chart_ev,10/31/2025,26.5,valuation
chart_ev,11/30/2025,26.5,valuation
chart_ev,12/31/2025,26.4,valuation
chart_ev,1/31/2026,26,valuation
chart_ev,2/28/2026,26,valuation
chart_ev,3/31/2026,24.3,valuation
chart_ev,4/30/2026,26.3,valuation
chart_ev,5/31/2026,27.3,valuation
chart_ev,6/30/2026,26.4,valuation
chart_pe,8/31/2021,22.1,valuation
chart_pe,9/30/2021,21,valuation
chart_pe,10/31/2021,21.9,valuation
chart_pe,11/30/2021,21.4,valuation
chart_pe,12/31/2021,22.2,valuation
chart_pe,1/31/2022,20.7,valuation
chart_pe,2/28/2022,19.6,valuation
chart_pe,3/31/2022,20.1,valuation
chart_pe,4/30/2022,17.8,valuation
chart_pe,5/31/2022,17.7,valuation
chart_pe,6/30/2022,16.2,valuation
chart_pe,7/31/2022,17.9,valuation
chart_pe,8/31/2022,17.1,valuation
chart_pe,9/30/2022,15.7,valuation
chart_pe,10/31/2022,17.3,valuation
chart_pe,11/30/2022,18.3,valuation
chart_pe,12/31/2022,17.4,valuation
chart_pe,1/31/2023,18.7,valuation
chart_pe,2/28/2023,18.1,valuation
chart_pe,3/31/2023,18.8,valuation
chart_pe,4/30/2023,18.8,valuation
chart_pe,5/31/2023,18.8,valuation
chart_pe,6/30/2023,20.1,valuation
chart_pe,7/31/2023,20.5,valuation
chart_pe,8/31/2023,19.6,valuation
chart_pe,9/30/2023,18.6,valuation
chart_pe,10/31/2023,18.3,valuation
chart_pe,11/30/2023,19.6,valuation
chart_pe,12/31/2023,20.6,valuation
chart_pe,1/31/2024,20.7,valuation
chart_pe,2/29/2024,21.2,valuation
chart_pe,3/31/2024,21.9,valuation
chart_pe,4/30/2024,20.4,valuation
chart_pe,5/31/2024,21.1,valuation
chart_pe,6/30/2024,21.9,valuation
chart_pe,7/31/2024,21.8,valuation
chart_pe,8/31/2024,22,valuation
chart_pe,9/30/2024,22.6,valuation
chart_pe,10/31/2024,22.1,valuation
chart_pe,11/30/2024,23.1,valuation
chart_pe,12/31/2024,22.7,valuation
chart_pe,1/31/2025,22.9,valuation
chart_pe,2/28/2025,22.2,valuation
chart_pe,3/31/2025,21.1,valuation
chart_pe,4/30/2025,21,valuation
chart_pe,5/31/2025,22.1,valuation
chart_pe,6/30/2025,23.2,valuation
chart_pe,7/31/2025,23,valuation
chart_pe,8/31/2025,23.1,valuation
chart_pe,9/30/2025,23.8,valuation
chart_pe,10/31/2025,23.4,valuation
chart_pe,11/30/2025,23.2,valuation
chart_pe,12/31/2025,23,valuation
chart_pe,1/31/2026,22.9,valuation
chart_pe,2/28/2026,22,valuation
chart_pe,3/31/2026,20.2,valuation
chart_pe,4/30/2026,21.4,valuation
chart_pe,5/31/2026,21.9,valuation
chart_pe,6/30/2026,21.1,valuation
chart_pe,7/31/2026,20.6,valuation
chart_ps,8/31/2021,3.1,valuation
chart_ps,9/30/2021,2.9,valuation
chart_ps,10/31/2021,3.1,valuation
chart_ps,11/30/2021,3,valuation
chart_ps,12/31/2021,3.1,valuation
chart_ps,1/31/2022,2.9,valuation
chart_ps,2/28/2022,2.8,valuation
chart_ps,3/31/2022,2.8,valuation
chart_ps,4/30/2022,2.5,valuation
chart_ps,5/31/2022,2.5,valuation
chart_ps,6/30/2022,2.3,valuation
chart_ps,7/31/2022,2.4,valuation
chart_ps,8/31/2022,2.3,valuation
chart_ps,9/30/2022,2,valuation
chart_ps,10/31/2022,2.2,valuation
chart_ps,11/30/2022,2.3,valuation
chart_ps,12/31/2022,2.2,valuation
chart_ps,1/31/2023,2.2,valuation
chart_ps,2/28/2023,2.2,valuation
chart_ps,3/31/2023,2.3,valuation
chart_ps,4/30/2023,2.3,valuation
chart_ps,5/31/2023,2.3,valuation
chart_ps,6/30/2023,2.5,valuation
chart_ps,7/31/2023,2.6,valuation
chart_ps,8/31/2023,2.5,valuation
chart_ps,9/30/2023,2.4,valuation
chart_ps,10/31/2023,2.3,valuation
chart_ps,11/30/2023,2.5,valuation
chart_ps,12/31/2023,2.6,valuation
chart_ps,1/31/2024,2.7,valuation
chart_ps,2/29/2024,2.8,valuation
chart_ps,3/31/2024,2.9,valuation
chart_ps,4/30/2024,2.7,valuation
chart_ps,5/31/2024,2.9,valuation
chart_ps,6/30/2024,3,valuation
chart_ps,7/31/2024,3,valuation
chart_ps,8/31/2024,3,valuation
chart_ps,9/30/2024,3.1,valuation
chart_ps,10/31/2024,3.1,valuation
chart_ps,11/30/2024,3.2,valuation
chart_ps,12/31/2024,3.2,valuation
chart_ps,1/31/2025,3.2,valuation
chart_ps,2/28/2025,3.1,valuation
chart_ps,3/31/2025,3,valuation
chart_ps,4/30/2025,2.9,valuation
chart_ps,5/31/2025,3,valuation
chart_ps,6/30/2025,3.2,valuation
chart_ps,7/31/2025,3.2,valuation
chart_ps,8/31/2025,3.3,valuation
chart_ps,9/30/2025,3.5,valuation
chart_ps,10/31/2025,3.4,valuation
chart_ps,11/30/2025,3.5,valuation
chart_ps,12/31/2025,3.5,valuation
chart_ps,1/31/2026,3.4,valuation
chart_ps,2/28/2026,3.5,valuation
chart_ps,3/31/2026,3.3,valuation
chart_ps,4/30/2026,3.6,valuation
chart_ps,5/31/2026,3.8,valuation
chart_ps,6/30/2026,3.7,valuation
info_ev,AsOfDate,6/30/2026,valuation
info_ev,ChartDateRange,2021-08-31 to 2026-06-30,valuation
info_ev,ChartDescription,The Enterprise Valuation chart displays the S&P 500's trailing-twelve-month Enterprise Value to EBIT (EV/EBIT) ratio.,valuation
info_ev,ChartInterpretation,"A low reading  indicates the market is cheap relative to history on this measure, implying more attractive forward return potential. A high reading indicates the market is expensive on an enterprise-value basis relative to history, implying elevated valuation risk and lower expected forward returns.",valuation
info_ev,ChartLabel,Enterprise Valuation,valuation
info_ev,ChartMetric,S&P 500 EV to EBIT (TTM),valuation
info_ev,ChartSource,S&P Global (https://www.spglobal.com/spdji/en/indices/equity/sp-500/#overview),valuation
info_ev,CurrentScore,7,valuation
info_ev,CurrentValue,26.4,valuation
info_ev,OneYearTrend,Weakening,valuation
info_pe,AsOfDate,7/31/2026,valuation
info_pe,ChartDateRange,2021-08-31 to 2026-07-31,valuation
info_pe,ChartDescription,The Earnings Valuation chart displays the S&P 500's forward 12-month Price-to-Earnings (P/E) ratio.,valuation
